ResponseId,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,Country,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysProfessional use,OpSysPersonal use,VersionControlSystem,VCInteraction,VCHostingPersonal use,VCHostingProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,Blockchain,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Onboarding,ProfessionalTech,TrueFalse_1,TrueFalse_2,TrueFalse_3,SurveyLength,SurveyEase,ConvertedCompYearly
67661,I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague",Technical documentation;Blogs;Stack Overflow;Video-based Online Courses;Online forum;Written-based Online Courses;Coding sessions (live or recorded);Certification videos,Coursera;Udemy,25,20,"Data scientist or machine learning specialist;Engineer, data;Engineer, site reliability;Developer, desktop or enterprise applications;Developer, embedded applications or devices",100 to 499 employees,I have some influence,Visit developer communities like Stack Overflow;Ask developers I know/work with,Ukraine,UAH	Ukrainian hryvnia,100000.0,Monthly,Assembly;Delphi;Go;SQL,Python,MongoDB;PostgreSQL;Redis;SQLite,MongoDB;Redis,AWS;DigitalOcean,AWS;DigitalOcean,Flask,,Keras;NumPy;Pandas;Scikit-learn,Keras;NumPy;Pandas;Scikit-learn,Docker,Docker,IPython/Jupyter;Nano;PyCharm,IPython/Jupyter;Nano;PyCharm,Linux-based,Linux-based;Windows,Git,Command-line,,,Asana;Confluence;Jira Work Management,,Slack,Microsoft Teams,Favorable,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",35-44 years old,Man,No,Straight / Heterosexual,European,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,40608.0
67666,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Full in-person,Hobby,"Associate degree (A.A., A.S., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training",Technical documentation;Blogs;Programming Games;Written Tutorials;Stack Overflow;How-to videos,,8,4,"Data scientist or machine learning specialist;Developer, front-end;Database administrator;Data or business analyst;Designer;System administrator;Security professional",100 to 499 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit,Spain,EUR European Euro,27000.0,Yearly,Crystal;HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL;VBA,Crystal;HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL,MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle,MariaDB;Microsoft SQL Server;MongoDB;MySQL,Microsoft Azure,Microsoft Azure,Laravel,,.NET,,,,Eclipse;NetBeans;Notepad++;Visual Studio;Visual Studio Code;Xcode,Eclipse;NetBeans;Notepad++;Visual Studio;Visual Studio Code;Xcode,Windows,macOS;Windows,Git,Command-line;Version control hosting service web GUI,,,,,Cisco Webex Teams;Google Chat;Microsoft Teams;Zoom,Cisco Webex Teams;Google Chat;Microsoft Teams;Zoom,Very favorable,Stack Overflow,A few times per week,No,,"No, not at all",18-24 years old,Man,No,Prefer not to say,European,None of the above,None of the above,Yes,People manager,4.0,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,1-2 times a week,10+ times a week,1-2 times a week,60-120 minutes a day,30-60 minutes a day,Just right,None of these,Yes,Yes,Yes,Appropriate in length,Neither easy nor difficult,28794.0
67668,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects,"Other doctoral degree (Ph.D., Ed.D., etc.)","Books / Physical media;School (i.e., University, College, etc);On the job training;Colleague",,,17,6,"Data scientist or machine learning specialist;Developer, back-end;Academic researcher;DevOps specialist;Scientist",20 to 99 employees,I have a great deal of influence,Start a free trial;Ask developers I know/work with,Austria,EUR European Euro,61000.0,Yearly,Bash/Shell;Python;R;SQL,Bash/Shell;Python,MariaDB,MariaDB,,,,,NumPy;Pandas;Scikit-learn;Torch/PyTorch,NumPy;Pandas;Scikit-learn;Torch/PyTorch,,,IPython/Jupyter;PyCharm;RStudio,IPython/Jupyter;PyCharm,Linux-based,Linux-based,Git,Command-line,,,,,Microsoft Teams,,Very unfavorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, somewhat",25-34 years old,Man,No,Prefer not to say,White;European,None of the above,None of the above,Yes,Independent contributor,6.0,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,1-2 times a week,3-5 times a week,1-2 times a week,Less than 15 minutes a day,15-30 minutes a day,Just right,None of these,No,No,Yes,Appropriate in length,Neither easy nor difficult,65053.0
67801,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Books / Physical media;On the job training;Coding Bootcamp,,,23,10,Data scientist or machine learning specialist;Data or business analyst,"1,000 to 4,999 employees",I have some influence,Start a free trial;Visit developer communities like Stack Overflow,Italy,EUR European Euro,61000.0,Monthly,Assembly;C;C#;C++;Java;Python;R;Scala;SQL,Go;Python;R;SQL,DynamoDB;Elasticsearch;MongoDB;MySQL;Redis,DynamoDB;Elasticsearch;MongoDB;MySQL;Redis,AWS,AWS;Google Cloud,,,Apache Spark;Hadoop;NumPy;Pandas;Scikit-learn,Apache Spark;Hadoop;NumPy;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch,Docker;Yarn,Docker;Yarn,IPython/Jupyter;PyCharm;Visual Studio Code,IPython/Jupyter;PyCharm;Visual Studio Code,Linux-based;macOS,Linux-based;macOS,Git,Code editor;Command-line,,,Confluence;Trello,,Microsoft Teams,Microsoft Teams,Very favorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,Neutral,35-44 years old,Man,No,Straight / Heterosexual,White;European,,,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,780636.0
67879,I am a developer by profession,"Employed, full-time",Full in-person,Hobby;Contribute to open-source projects,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Books / Physical media;Other (please specify):,,,40,34,"Data scientist or machine learning specialist;Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test;Developer, embedded applications or devices",500 to 999 employees,I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,39000.0,Yearly,Bash/Shell;Java;Python,Bash/Shell;Java;Python;Rust,,,,,,,Spring,Spring,,,Eclipse;Notepad++;Vim,Eclipse;Notepad++;Vim;Visual Studio Code,Linux-based,BSD;Linux-based;Windows;Windows Subsystem for Linux (WSL),Git,Code editor;Command-line;Version control hosting service web GUI;Dedicated version control GUI application,,,Confluence;Jira Work Management,Confluence;Jira Work Management,Microsoft Teams;Slack;Zoom,Slack,Very unfavorable,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Daily or almost daily,"Yes, definitely",45-54 years old,"Man;Non-binary, genderqueer, or gender non-conforming",No,Bisexual,European,I am blind / have difficulty seeing,"Or, in your own words:",No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,48999.0
67919,I am a developer by profession,"Employed, full-time",Full in-person,Hobby;School or academic work,"Associate degree (A.A., A.S., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification","Technical documentation;Blogs;Programming Games;Written Tutorials;Stack Overflow;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);How-to videos;Written-based Online Courses;Interactive tutorial;Coding sessions (live or recorded)",Udemy,4,4,"Data scientist or machine learning specialist;Developer, full-stack",100 to 499 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow,Brazil,BRL	Brazilian real,35000.0,Yearly,C#;Java;JavaScript;Python;SQL,C#;C++;JavaScript;Julia;Python;Rust;SQL;TypeScript,Microsoft SQL Server;Neo4j,Cloud Firestore;Microsoft SQL Server;MongoDB;Neo4j,,,ASP.NET;jQuery;Next.js;Node.js;React.js,ASP.NET;Next.js;React.js;Vue.js,Keras;NumPy;Pandas;React Native;Scikit-learn,Keras;NumPy;Pandas;React Native;Scikit-learn;TensorFlow;Torch/PyTorch;Xamarin,npm;Unity 3D,npm;Unity 3D;Unreal Engine,IPython/Jupyter;Visual Studio;Visual Studio Code,IPython/Jupyter;Visual Studio;Visual Studio Code,Linux-based;Windows,Windows,Git;SVN,Command-line;Dedicated version control GUI application,,,,,,,Unsure,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,Neutral,18-24 years old,Man,No,Straight / Heterosexual,South American,None of the above,None of the above,Yes,Independent contributor,3.0,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Agree,1-2 times a week,3-5 times a week,1-2 times a week,30-60 minutes a day,Less than 15 minutes a day,Somewhat short,Continuous integration (CI) and (more often) continuous delivery,No,No,Yes,Appropriate in length,Easy,7271.0
67965,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification",Technical documentation;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;How-to videos;Written-based Online Courses;Coding sessions (live or recorded);Certification videos,Udemy;edX,28,28,"Data scientist or machine learning specialist;Engineer, data;Developer, full-stack;Developer, desktop or enterprise applications;Database administrator;Project manager;Data or business analyst",100 to 499 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,United States of America,USD	United States dollar,140000.0,Yearly,HTML/CSS;MATLAB;Python;SQL,HTML/CSS;Python;SQL;Swift,PostgreSQL;SQLite,PostgreSQL,Heroku;Microsoft Azure,Microsoft Azure,FastAPI;Flask,Flask,Keras;NumPy;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch,NumPy;Pandas;Scikit-learn;Torch/PyTorch,Docker;Homebrew;npm,Docker;Homebrew,IPython/Jupyter;Visual Studio Code,Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),macOS,Git,Code editor;Command-line;Version control hosting service web GUI,,,,,Microsoft Teams;Slack;Zoom,Microsoft Teams,Very favorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,"Yes, definitely",45-54 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,22.0,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,1-2 times a week,10+ times a week,1-2 times a week,Over 120 minutes a day,60-120 minutes a day,Very short,None of these,No,No,Yes,Appropriate in length,Easy,140000.0
68003,I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed",Fully remote,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Online forum;How-to videos;Interactive tutorial;Coding sessions (live or recorded),,15,10,"Data scientist or machine learning specialist;Developer, back-end",10 to 19 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,Armenia,USD	United States dollar,93600.0,Yearly,Bash/Shell;HTML/CSS;JavaScript;Python,Go;Python,MongoDB;PostgreSQL;SQLite,,DigitalOcean,DigitalOcean,FastAPI;Gatsby;React.js,FastAPI;Gatsby;React.js,NumPy;Pandas;Scikit-learn,NumPy;Pandas;Scikit-learn,Docker;npm,Docker;npm,IPython/Jupyter;PyCharm;Visual Studio Code,IPython/Jupyter;PyCharm;Visual Studio Code,Linux-based;Windows Subsystem for Linux (WSL),Linux-based;Windows;Windows Subsystem for Linux (WSL),Git,Code editor;Command-line,,,Notion;Trello,Trello,Slack;Zoom,Slack;Zoom,Favorable,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,25-34 years old,Man,No,Prefer not to say,White;European,None of the above,I have an anxiety disorder,Yes,Independent contributor,10.0,Disagree,Disagree,Strongly disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Never,Never,Never,30-60 minutes a day,30-60 minutes a day,Very short,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing,Yes,Yes,Yes,Appropriate in length,Easy,93600.0
68027,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time","Hybrid (some remote, some in-person)",Freelance/contract work;School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Colleague",Technical documentation;Blogs;Stack Overflow;Video-based Online Courses;Online forum;How-to videos;Interactive tutorial;Certification videos,Coursera;Udemy;Codecademy;Other,4,2,Data scientist or machine learning specialist;Data or business analyst,100 to 499 employees,I have some influence,Other (please specify):;Start a free trial;Ask developers I know/work with;Research companies that have advertised on sites I visit,Chile,CLP	Chilean peso,1100000.0,Monthly,Python;R;SQL,HTML/CSS;JavaScript;Julia,MariaDB;PostgreSQL;SQLite,PostgreSQL,Google Cloud,AWS;Heroku,,,NumPy;Pandas;Scikit-learn;Tidyverse;Torch/PyTorch,Apache Kafka;Apache Spark;Hadoop;Keras;TensorFlow,Docker;Homebrew,Homebrew,IPython/Jupyter;PyCharm;RStudio;Visual Studio Code,Visual Studio Code,macOS,macOS,Git,Command-line,,,Jira Work Management;Notion;Trello,Jira Work Management;Notion;Stack Overflow for Teams,Microsoft Teams;Slack;Zoom,Slack,Very favorable,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",25-34 years old,Woman,No,Straight / Heterosexual,White;Hispanic or Latino/a;South American,None of the above,None of the above,Yes,Independent contributor,1.0,Strongly agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,1-2 times a week,3-5 times a week,1-2 times a week,15-30 minutes a day,15-30 minutes a day,Just right,DevOps function,No,Yes,No,Appropriate in length,Easy,15900.0
68038,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects;Freelance/contract work;School or academic work,"Other doctoral degree (Ph.D., Ed.D., etc.)","Other online resources (e.g., videos, blogs, forum);Online Courses or Certification",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;Online forum;Written-based Online Courses,Coursera;Codecademy,15,10,"Data scientist or machine learning specialist;Developer, full-stack;Educator;Academic researcher;Scientist","10,000 or more employees",I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,Brazil,BRL	Brazilian real,8000.0,Monthly,Bash/Shell;C;C#;C++;Delphi;Go;Java;JavaScript;Julia;MATLAB;Perl;PHP;PowerShell;Python;R;Ruby;Rust;SQL;TypeScript;VBA,Bash/Shell;C;C#;C++;JavaScript;Julia;PHP;PowerShell;Python;R;SQL,Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,PostgreSQL;SQLite,AWS;Firebase;Google Cloud;Heroku;Microsoft Azure;VMware,Heroku,Angular.js;ASP.NET;Drupal;Express;Flask;jQuery;Laravel;Next.js;Node.js;React.js;Symfony;Vue.js,Flask;Laravel;Node.js;Vue.js,.NET;Electron;Ionic;Keras;NumPy;Pandas;Qt;React Native;Scikit-learn;TensorFlow;Torch/PyTorch;Xamarin,.NET;Flutter;Hadoop;Keras;NumPy;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch,Docker;Homebrew;npm;Yarn,Docker;Yarn,Android Studio;Atom;Eclipse;IntelliJ;IPython/Jupyter;Nano;Notepad++;Qt Creator;Rider;RStudio;Spyder;Sublime Text;Vim;Visual Studio;Visual Studio Code,IPython/Jupyter;RStudio;Vim;Visual Studio Code,Linux-based;Windows;Windows Subsystem for Linux (WSL),Windows;Other (please specify):,Git,Code editor;Command-line,,,Asana;Microsoft Planner;Trello,Trello,Google Chat;Microsoft Teams;Slack;Zoom,Google Chat;Slack,Unsure,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,Asian;South American,None of the above,None of the above,Yes,Independent contributor,15.0,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,10+ times a week,10+ times a week,Never,Over 120 minutes a day,30-60 minutes a day,Somewhat short,Microservices;Observability tools,No,Yes,Yes,Appropriate in length,Easy,19944.0
68071,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague",,Coursera;Udemy;edX;Udacity,8,4,"Data scientist or machine learning specialist;Engineer, data;Project manager;Data or business analyst;Product manager",100 to 499 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd;Research companies that have emailed me,Mexico,MXN	Mexican peso,80000.0,Monthly,Bash/Shell;C;HTML/CSS;MATLAB;Python;R;SQL,Bash/Shell;Go;Java;Julia;PHP;Python;Scala;SQL,Elasticsearch;MySQL;PostgreSQL;SQLite,Elasticsearch;MySQL;PostgreSQL;SQLite,AWS;Heroku,AWS;Google Cloud;Microsoft Azure,Flask,Angular.js;Django;Flask;React.js;Ruby on Rails,Keras;NumPy;Pandas;Scikit-learn;Tidyverse;TensorFlow;Torch/PyTorch,Apache Kafka;Apache Spark;Flutter;Hadoop;Keras;NumPy;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch,Homebrew,Docker;Homebrew;Kubernetes,Atom;Nano;NetBeans;PyCharm;RStudio;Sublime Text;Vim,Emacs;PyCharm;Vim,Linux-based;macOS,Linux-based;macOS,Git,Command-line,,,Notion;Trello,Notion,Cisco Webex Teams;Google Chat;Microsoft Teams;Slack;Zoom,Google Chat;Microsoft Teams;Slack;Zoom,Favorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",25-34 years old,Man,No,Bisexual,Hispanic or Latino/a,None of the above,None of the above,Yes,People manager,7.0,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Agree,Neither agree nor disagree,1-2 times a week,1-2 times a week,Never,15-30 minutes a day,30-60 minutes a day,Somewhat long,None of these,Yes,Yes,Yes,Appropriate in length,Easy,48168.0
68088,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,Bootstrapping a business,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification","Technical documentation;Blogs;Stack Overflow;Online books;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);How-to videos;Coding sessions (live or recorded);Certification videos",Coursera;Udemy;edX;Udacity,32,25,"Data scientist or machine learning specialist;Engineer, data;Cloud infrastructure engineer;Data or business analyst;System administrator",100 to 499 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd;Research companies that have emailed me,Ireland,EUR European Euro,110000.0,Yearly,HTML/CSS;JavaScript;Python;SQL,HTML/CSS;Python;SQL,PostgreSQL;SQLite,PostgreSQL;SQLite,AWS,AWS,Flask,Flask,Pandas;Scikit-learn,Pandas;Scikit-learn,,,IPython/Jupyter;Spyder;Vim,IPython/Jupyter;Spyder;Vim,Linux-based,Linux-based,Git,Command-line,,,Jira Work Management,,Microsoft Teams;Zoom,,Unfavorable,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,Neutral,45-54 years old,Man,No,Straight / Heterosexual,European,None of the above,None of the above,Yes,Independent contributor,35.0,Agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,1-2 times a week,1-2 times a week,1-2 times a week,15-30 minutes a day,60-120 minutes a day,Somewhat long,DevOps function;Microservices;Automated testing,No,No,Yes,Too long,Easy,117308.0
68094,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Freelance/contract work;School or academic work,"Other doctoral degree (Ph.D., Ed.D., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;How-to videos;Interactive tutorial,Coursera;Udemy;Codecademy;Udacity,10,5,Data scientist or machine learning specialist;Educator;Academic researcher;Scientist,"1,000 to 4,999 employees",I have some influence,Start a free trial;Visit developer communities like Stack Overflow,Finland,EUR European Euro,40000.0,Monthly,Bash/Shell;Python;R;SQL,,PostgreSQL;SQLite,,AWS,,Next.js;Node.js;React.js,,NumPy;Pandas;Scikit-learn,Apache Kafka;Apache Spark,Homebrew;npm,Unity 3D;Unreal Engine,Vim;Visual Studio Code,,Linux-based;macOS;Windows,macOS,Git,Command-line,,,Trello,,Microsoft Teams;Slack;Zoom,,Favorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",35-44 years old,Man,No,,White;European,None of the above,None of the above,Yes,Independent contributor,6.0,Agree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,1-2 times a week,1-2 times a week,1-2 times a week,30-60 minutes a day,Less than 15 minutes a day,Just right,None of these,No,Yes,Yes,Appropriate in length,Neither easy nor difficult,511884.0
68101,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time","Hybrid (some remote, some in-person)",Hobby;School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification",Technical documentation;Blogs;Stack Overflow;Online books;Video-based Online Courses;How-to videos;Interactive tutorial,Coursera;Udemy;Udacity,5,3,Data scientist or machine learning specialist;Data or business analyst,"1,000 to 4,999 employees",I have little or no influence,Other (please specify):;Visit developer communities like Stack Overflow,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,3800.0,Monthly,Python;R;SQL,Python;R;SQL,Microsoft SQL Server;Oracle;SQLite,Microsoft SQL Server;Oracle;SQLite,Microsoft Azure,Microsoft Azure,,,NumPy;Pandas;Scikit-learn,Keras;NumPy;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch,,,IPython/Jupyter;Visual Studio Code,IPython/Jupyter;Visual Studio Code,Windows,Windows;Windows Subsystem for Linux (WSL),Git,Code editor;Command-line,,,Microsoft Planner;Trello,,Microsoft Teams;Slack,Microsoft Teams;Slack,Unsure,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,3.0,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Never,6-10 times a week,1-2 times a week,30-60 minutes a day,30-60 minutes a day,Very long,DevOps function,Yes,No,Yes,Too long,Easy,57288.0
68150,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training",Technical documentation;Blogs;Stack Overflow,,10,5,Data scientist or machine learning specialist,100 to 499 employees,I have some influence,Start a free trial;Ask developers I know/work with;Research companies that have emailed me,United States of America,USD	United States dollar,183000.0,Yearly,Python,Python;Scala,PostgreSQL;Redis,MongoDB;PostgreSQL;Redis,AWS,AWS,Django,Django;FastAPI;Flask,Apache Kafka;NumPy;Pandas;Scikit-learn,Apache Kafka;Keras;NumPy;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch,Docker;Homebrew;Kubernetes,Docker;Kubernetes,IPython/Jupyter;PyCharm,IPython/Jupyter;PyCharm,macOS,macOS,Git,Code editor;Command-line,,,Confluence;Jira Work Management,Confluence;Jira Work Management,Slack;Zoom,Slack,Unfavorable,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,5.0,Strongly agree,Disagree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Disagree,3-5 times a week,6-10 times a week,1-2 times a week,15-30 minutes a day,15-30 minutes a day,Just right,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,No,Yes,Appropriate in length,Easy,183000.0
68168,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,Hobby;School or academic work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training",Technical documentation;Blogs;Written Tutorials;Stack Overflow;How-to videos,,5,2,"Data scientist or machine learning specialist;Developer, full-stack;Student;Data or business analyst",2 to 9 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,South Africa,ZAR	South African rand,30000.0,Monthly,R;SQL,HTML/CSS;JavaScript;PHP;PowerShell;Python;R;SQL,Microsoft SQL Server;PostgreSQL,Cassandra;Elasticsearch;Microsoft SQL Server,Google Cloud,Google Cloud,,,Keras;Tidyverse;TensorFlow,Keras;Tidyverse;TensorFlow,,,RStudio,IPython/Jupyter;RStudio;Spyder;Visual Studio,Windows,Windows,Git,Dedicated version control GUI application,,,monday.com,,Google Chat;Microsoft Teams,Google Chat;Microsoft Teams,Unfavorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,22764.0
